Tipo de dia,Sentido,Parada,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Sabado,Vuelta,[46] Amerika Plaza (L5-24-25),2,,,,,,0,2,5,9,15,18,13,11,9,8,15,14,21,22,16,15,2,7
Sabado,Vuelta,[45] Tolosa 111 (L5-24-25),1,,,,,,1,3,6,13,38,59,33,26,14,13,34,40,47,37,40,18,7,8
Sabado,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),3,,,,,,1,2,1,9,22,39,28,19,13,8,18,32,28,40,39,20,11,5
Sabado,Vuelta,[43] Magisterio (L5-24-25-33-35-40),3,,,,,,1,2,6,24,59,57,61,44,33,26,52,66,90,67,71,54,19,18
Sabado,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),5,,,,,,0,1,6,24,33,41,47,33,18,22,31,42,80,67,89,53,10,9
Sabado,Vuelta,[41] Esklabak (L5-25-35),,,,,,,1,2,7,12,29,30,34,32,21,22,24,52,52,61,44,43,9,7
Sabado,Vuelta,[40] Ondarreta (L5-25 ),1,,,,,,0,2,4,11,30,30,32,56,34,33,51,35,74,62,71,63,16,19
Sabado,Vuelta,[39] San Martin 57,,,,,,,,,1,2,3,2,3,9,6,2,6,4,6,7,4,2,1,
Sabado,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,,1,3,3,4,10,2,3,5,2,3,10,5,3,0,
Sabado,Vuelta,[37] Okendo 5,,,,,,,,1,6,5,7,1,33,41,31,16,35,25,31,8,18,7,3,2
Dom. y Fest.,Ida,[34] Boulevard 17 (L5-25),4,,,,,,,10,11,26,32,57,75,118,100,73,78,85,80,119,155,206,174,47
Dom. y Fest.,Ida,[35] Londres (L5-25-33-40),,,,,,,,5,10,16,20,26,36,42,30,28,28,28,33,35,51,66,36,25
Dom. y Fest.,Ida,[36] La Perla,,,,,,,,3,1,2,1,3,12,22,22,8,9,9,12,14,24,12,9,8
Dom. y Fest.,Ida,[55] Matia,,,,,,,,0,,1,1,4,12,25,24,10,3,7,7,15,10,5,2,1
Dom. y Fest.,Ida,[54] Benta Berri,,,,,,,,,,,1,1,2,4,2,2,4,0,4,3,3,4,1,0
Dom. y Fest.,Ida,[53] R.M. Azkue,,,,,,,,,,1,1,1,2,2,1,1,1,0,6,1,2,2,0,0
Dom. y Fest.,Ida,[52] Zarautz 60,,,,,,,,,,,,,,0,,1,,,,0,0,0,3,0
Dom. y Fest.,Ida,[51] Zarautz 90,,,,,,,,,,,0,0,,1,,,,0,0,0,0,,,0
Dom. y Fest.,Ida,[269] Avda Zarauz 122,,,,,,,,,,,1,2,1,0,,,,2,,,,1,,0
Dom. y Fest.,Vuelta,[47] Errotaburu 5,,,,,,,,1,3,79,25,30,16,12,35,10,18,14,18,50,32,14,1,0
Dom. y Fest.,Vuelta,[46] Amerika Plaza (L5-24-25),,,,,,,,2,2,6,15,19,15,11,4,8,11,9,17,7,8,8,1,1
Dom. y Fest.,Vuelta,[45] Tolosa 111 (L5-24-25),,,,,,,,1,4,5,22,32,28,15,8,9,18,22,42,23,28,9,3,
Dom. y Fest.,Vuelta,[44] Unibertsitatea Tol.77 (L5-25),,,,,,,,0,2,3,16,16,25,11,7,6,10,14,24,24,10,6,3,1
Dom. y Fest.,Vuelta,[43] Magisterio (L5-24-25-33-35-40),,,,,,,,3,4,12,25,41,40,22,17,12,32,45,56,37,33,28,11,1
Dom. y Fest.,Vuelta,[42] Zumalaka.21(L5-24-25-33-35-40),0,,,,,,,3,2,11,19,21,25,18,16,10,24,38,60,61,31,22,7,2
Dom. y Fest.,Vuelta,[41] Esklabak (L5-25-35),0,,,,,,,2,3,8,17,15,26,19,17,15,17,19,42,33,27,26,5,1
Dom. y Fest.,Vuelta,[40] Ondarreta (L5-25 ),0,,,,,,,1,1,4,14,20,30,31,29,20,30,29,46,56,53,33,6,2
Dom. y Fest.,Vuelta,[39] San Martin 57,,,,,,,,,,1,1,1,4,7,4,2,3,3,5,3,5,2,,0
Dom. y Fest.,Vuelta,[38] B.Pastor(L5-16-18-25-31-33-40),,,,,,,,,1,,,2,2,3,0,3,1,11,3,3,11,4,0,1
Dom. y Fest.,Vuelta,[37] Okendo 5,,,,,,,,,0,1,2,3,4,6,4,4,4,3,3,7,16,7,4,1
